,train,val,test
98,TCGA-50-5051-01A-02-BS2.1bdbee1f-f24b-4a65-afb2-3e80e81ff462,TCGA-66-2791-01A-01-BS1.0e33b4ca-0d98-44bb-8085-9a3bdfeb76e5,TCGA-51-4081-01A-01-BS1.e1b79437-906c-4571-988b-46b237ed8a86
99,TCGA-50-5051-01A-01-BS1.f3f92997-5cb7-477a-b819-dfc3679f488e,TCGA-60-2695-01A-01-BS1.815a4b84-3a35-464f-82f0-2c61a4ead7c9,TCGA-51-4081-01A-01-TS1.03ddb0fe-10d4-49fa-a079-3fb5f5be73b5
100,TCGA-50-5066-01A-01-TS1.0c7e8ed4-7458-4e11-93fb-46df485c414f,TCGA-39-5016-01A-01-BS1.7941fae9-55ae-4138-aed2-fbdc8f1ea5d2,TCGA-18-3419-01A-01-TS1.2fbc3ed1-8e87-4012-a0cb-5dfb6af272b3
101,TCGA-50-5072-01A-01-BS1.8e68de46-2a6e-40b5-a6af-9f34d9a5e7fa,TCGA-68-8251-01A-01-TS1.8b9eba86-bdd7-4cbc-b114-924cc4267af6,TCGA-18-3419-01A-01-BS1.258a5fb6-f212-4a6a-a43a-75541f043038
102,TCGA-50-5930-01A-01-BS1.11ef6d55-286a-45e2-936f-58f1b661b922,TCGA-33-AASL-01A-01-TS1.B055F2AE-7E25-4567-A66C-ABA18A1F7993,
103,TCGA-50-5931-01A-01-BS1.129de2cf-4da5-4e16-80c6-181288bfeff6,,
104,TCGA-50-5932-01A-01-TS1.e89b93f1-255e-42ac-a0eb-7c3df060b669,,
105,TCGA-50-5933-01A-01-TS1.4bb2950d-ab82-4d7b-8331-eb4df986aef9,,
106,TCGA-50-5935-01A-01-TS1.3c8f9844-b248-48ef-99d8-2f4974288c0a,,
107,TCGA-50-5936-01A-01-TS1.74b6b1e9-fda1-4e36-ad25-36048cf168b4,,
108,TCGA-50-5936-01A-01-BS1.9b086045-23e1-43d1-a327-7770ed1261e9,,
109,TCGA-50-5941-01A-01-BS1.a93270f8-673e-421f-9dd2-3fe961065435,,
110,TCGA-50-5942-01A-01-BS1.95ef5e11-391b-4c96-9a72-78f6c0637a4e,,
111,TCGA-50-5944-01A-01-TS1.f05f3c1f-13eb-48fe-b6fa-55c426792f17,,
112,TCGA-50-6590-01A-01-TS1.bc20120d-3461-4d17-9746-275812d0fbb9,,
113,TCGA-50-6590-01A-01-BS1.1310da67-1b19-4977-b0e4-aab8cc0d445b,,
114,TCGA-50-6591-01A-01-TS1.037eb7c4-02fc-4e48-976c-6717d3ec2971,,
115,TCGA-50-6592-01A-01-BS1.144bd638-42dc-412e-bf45-8c7860137eb6,,
116,TCGA-50-6593-01A-01-BS1.f9b5386f-a0c0-44d7-a5a7-37c3d5cf9a1a,,
117,TCGA-50-6594-01A-01-BS1.b2ca274e-a9dc-491e-ac64-f6cc18108eac,,
118,TCGA-50-6594-01A-01-TS1.242fa6fa-59a4-49df-8fc5-5d9c91ab6030,,
119,TCGA-50-6595-01A-01-BS1.de012349-4f93-4341-a07c-81835a597cc9,,
120,TCGA-50-8459-01A-01-BS1.93ce785e-7ddb-4761-bcbd-bd68bb4a6894,,
121,TCGA-50-8459-01A-01-TS1.ccd667c6-cc96-43a9-9afc-4f1c23935ffc,,
122,TCGA-53-7813-01A-01-TS1.113849d5-005f-448a-8bce-2517efc15400,,
123,TCGA-53-A4EZ-01A-01-TSA.8947DF62-4243-4F5A-8DE0-23A725AC9124,,
124,TCGA-55-5899-01A-01-TS1.cc1d9936-fc06-46a0-83c6-8afe05723f06,,
125,TCGA-55-6543-01A-01-TS1.610c1bda-86df-4f39-8621-ef0228f25ad1,,
126,TCGA-55-6642-01A-01-BS1.0bb8918b-b267-4a16-994c-91274398ae61,,
127,TCGA-55-6642-01A-01-TS1.7451219e-0c43-4268-8c42-15f186f66fa3,,
128,TCGA-55-6969-01A-01-BS1.2a9b081b-8dbc-48fe-87f0-6c4ef8109de9,,
129,TCGA-55-6969-01A-01-TS1.311117e1-1cd1-49df-92a1-6fed775fd7a2,,
130,TCGA-55-6970-01A-01-TS1.60e7e3d2-2b8f-4a11-8d04-7c4b38e37a0d,,
131,TCGA-55-6972-01A-01-TS1.dea89659-a0a1-4c28-a646-3043a323248c,,
132,TCGA-55-6975-01A-01-TS1.5904f571-40fe-4262-962c-d233ed4c6b87,,
133,TCGA-55-6978-01A-01-TS1.3f32b6a5-109a-4b6a-beba-d9958ac0a669,,
134,TCGA-55-6978-01A-01-BS1.4b9107a2-5056-46bf-b02d-23f7df944d07,,
135,TCGA-55-6979-01A-01-BS1.b2351aff-ca88-40b9-9271-136f7b2585d2,,
136,TCGA-55-6981-01A-01-BS1.7d25cfdf-bd18-4dc6-a2d5-06ea8ad83c93,,
137,TCGA-55-6981-01A-01-TS1.55bea1ae-e14c-4110-b913-719b19225f5b,,
138,TCGA-55-6983-01A-01-TS1.ec8f181a-3ecb-4a27-995a-13303416016d,,
139,TCGA-55-6985-01A-01-TS1.622c3ab8-9906-4228-a611-07add2291f7b,,
140,TCGA-55-6986-01A-01-TS1.5508ea92-e4fe-4449-8d8c-b6abb4275f5a,,
141,TCGA-55-6987-01A-01-TS1.af7f2077-daf4-47c8-b1b5-2c32f0eae9a7,,
142,TCGA-55-7283-01A-01-TS1.72b7964c-1650-4687-bcf7-ee23f62569af,,
143,TCGA-55-7573-01A-01-BS1.67eb9c3b-996a-4c70-9ee4-0283413fbc2f,,
144,TCGA-55-7574-01A-01-TS1.13d42a4b-074e-45a7-8a31-dbe505408711,,
145,TCGA-55-7727-01A-01-TS1.c03d5347-fa79-4260-978c-283a41313a4b,,
146,TCGA-55-7728-01A-01-TS1.0f0a305d-d0bf-42c4-9dc2-fc187a9c0ed7,,
147,TCGA-55-7815-01A-01-TS1.845d117f-8f2a-469a-8792-a435f65fa63b,,
148,TCGA-55-7903-01A-01-TS1.cd6764d6-ef02-419e-88b6-88cbfd54bff9,,
149,TCGA-55-7907-01A-01-TS1.9d6f7e1e-2fcc-476e-bee0-17a962b88c68,,
150,TCGA-55-7914-01A-01-TS1.adcedb05-a966-407a-96e5-caa39d42ffe1,,
151,TCGA-55-7995-01A-01-BS1.8a52053b-1c6b-428d-936f-197ca2753290,,
152,TCGA-55-8085-01A-01-TS1.7d52c49e-a3d9-4fe8-806b-d96bbb1cc122,,
153,TCGA-55-8089-01A-01-TS1.8881da70-0436-4123-b8f1-f55c5d467a69,,
154,TCGA-55-8097-01A-01-TS1.dbee3b58-4a20-4515-8f1f-b93d4b6aee45,,
155,TCGA-55-8203-01A-01-TS1.b9b9a3cd-378d-41d1-b8c0-b2ac3db507a7,,
156,TCGA-55-8204-01A-01-TS1.17e246ce-0151-4eef-a1e7-2dad233928d8,,
157,TCGA-55-8206-01A-01-TS1.4188b107-092e-405f-b035-50b55ebd53c5,,
158,TCGA-55-8207-01A-01-TS1.b6de6598-c308-4a7c-bc01-9bbb75e9b702,,
159,TCGA-55-8208-01A-01-TS1.53223698-3f49-460c-b3c7-6f4b5e492f5b,,
160,TCGA-55-8299-01A-01-TS1.19326c88-bb48-4d19-a135-ce0e8197fd2c,,
161,TCGA-55-8301-01A-01-TS1.10c827cf-2716-48f3-955f-295b7f24e0fb,,
162,TCGA-55-8302-01A-01-TS1.c884cdee-3a6d-4ce3-8b7a-d200a41d5ff1,,
163,TCGA-55-8505-01A-01-TS1.9b370e90-be02-47eb-a036-858837d74e3a,,
164,TCGA-55-8506-01A-01-TS1.93c84ce9-5571-4a86-b3a9-1871d3354826,,
165,TCGA-55-8507-01A-01-TS1.f6baa937-6390-4b2f-916b-705be1bb8926,,
166,TCGA-55-8508-01A-01-TS1.57e44e2e-5005-4517-9256-7e8757428e9f,,
167,TCGA-55-8510-01A-01-TS1.ba526cce-8cf7-40bb-bbbb-25af917eaa3e,,
168,TCGA-55-8513-01A-01-TS1.b38f25cb-fa2d-4143-a743-26e853c44636,,
169,TCGA-55-8514-01A-01-TS1.0e0f5cf3-96e9-4a35-aaed-4340df78d389,,
170,TCGA-55-8619-01A-01-TS1.0dc030d8-c16e-4d3b-8bae-9f8ec5ab8962,,
171,TCGA-55-8620-01A-01-TS1.2bc7c641-7707-4a23-9b6a-8bd53e50b8dd,,
172,TCGA-55-8621-01A-01-TS1.a1eca950-00a8-4d11-9233-0a04c29bf128,,
173,TCGA-55-A48X-01A-01-TS1.8A820B15-6DF2-48FC-A539-0BA306166C9C,,
174,TCGA-55-A48Y-01A-01-TS1.7E687316-BAFB-47A4-90C6-35BCDDA253CD,,
175,TCGA-55-A48Z-01A-01-TS1.DCD3DE34-3719-4755-B920-E6E84E415736,,
176,TCGA-55-A490-01A-01-TS1.1A2C5FC5-8C07-4F01-BDF1-BF57A6ADCA85,,
177,TCGA-55-A491-01A-01-TS1.8EFE82A0-8DD2-430F-88D9-298C9959B6EE,,
178,TCGA-55-A493-01A-01-TS1.CA814E99-8668-4FF6-B47E-FE722E30F071,,
179,TCGA-55-A494-01A-01-TS1.3A910C46-3BF0-498E-A1BD-694A80F7DC03,,
180,TCGA-55-A4DF-01A-01-TS1.2FFEFF28-381E-4855-8FF0-6EFBC055DBBE,,
181,TCGA-55-A4DG-01A-01-TS1.46EE5396-8010-4DF4-A997-67726F34B55F,,
182,TCGA-55-A57B-01A-01-TS1.470598E9-1F33-4D37-8C93-21876A8C5F96,,
183,TCGA-62-8394-01A-01-TS1.13349af3-80d7-4983-958e-6769819c5484,,
184,TCGA-62-8397-01A-01-TS1.faf5296f-faaf-4d36-8f49-488aa9828182,,
185,TCGA-62-8402-01A-01-TS1.84b1113a-f51c-4f91-a7ac-31c347a05a6d,,
186,TCGA-62-A46O-01A-01-TSA.59B75044-364C-4C82-A389-1E3DEA0A1E89,,
187,TCGA-62-A46P-01A-01-TS1.B5E86BA2-E157-44FA-B066-321DDF5092D5,,
188,TCGA-62-A46R-01A-01-TSA.47CEC83A-9289-4A93-9F8D-95DFE5CFEF1B,,
189,TCGA-62-A46S-01A-01-TS1.86557AB5-8FB3-411D-8CA9-EB015D4B8C48,,
190,TCGA-62-A46U-01A-01-TS1.2A8C9636-86E7-4D76-9192-707AF25DF229,,
191,TCGA-62-A46V-01A-01-TSA.D5EF7ED6-0460-47F4-B4F0-550843903CC6,,
192,TCGA-62-A46Y-01A-01-TS1.769D7702-02B6-4F1F-A061-056F2E51BF9C,,
193,TCGA-62-A470-01A-01-TS1.A42883B8-6F8A-4026-8264-656ACFA15905,,
194,TCGA-62-A472-01A-01-TSA.C466E996-B1B6-4AE9-8A4A-31BB4D7944E2,,
195,TCGA-64-1678-01A-01-BS1.7cb663b8-f94b-4803-b581-317aaa10d113,,
196,TCGA-64-1678-01A-01-TS1.d885d50c-0672-4c7d-a00e-7655717cd6d1,,
197,TCGA-64-5774-01A-01-BS1.3664c229-7fd7-4393-8477-6d4d81cb0f46,,
198,TCGA-64-5775-01A-01-TS1.3ae343ff-7148-480e-aaa6-9b3b32097479,,
199,TCGA-64-5778-01A-01-TS1.e85c2800-9cf3-4e65-a002-342876faf327,,
200,TCGA-64-5778-01A-01-BS1.24616cb7-c173-4148-8875-cfd04d3e4f3d,,
201,TCGA-64-5781-01A-01-BS1.0ec79918-be0c-4df2-a7fb-bf24116c682d,,
202,TCGA-64-5815-01A-01-BS1.fbad6bcf-0bd2-4b7d-b8c0-7d8293858a0c,,
203,TCGA-64-5815-01A-01-TS1.fa5dec64-e21f-4d12-87fe-fdf69c2adc47,,
204,TCGA-67-3772-01A-01-TS1.4e9a3c95-59d4-47e7-b88d-32c90db0f038,,
205,TCGA-67-3773-01A-01-BS1.2e8279d9-57a3-4343-8e8b-0fa7e500a531,,
206,TCGA-67-3774-01A-01-BS1.31cac0af-cd13-46e7-9383-505da43384a4,,
207,TCGA-67-6215-01A-01-TS1.ec609997-6278-4ef9-8cda-0b63ee684642,,
208,TCGA-67-6216-01A-01-BS1.58bf3fa6-f1ca-468e-a262-a64aa8c0c6ce,,
209,TCGA-67-6216-01A-01-TS1.5d6a40a7-84d8-4c53-b081-42d6938d9cf1,,
210,TCGA-67-6217-01A-01-BS1.49c857c1-9817-48ed-8b34-5b168c2496c7,,
211,TCGA-67-6217-01A-01-TS1.4365ca98-0e86-4898-bec9-9792657990d4,,
212,TCGA-69-7760-01A-01-TS1.884236b5-632f-4a00-a7d1-d6d51d84ccf6,,
213,TCGA-69-7761-01A-01-BS1.19480ea3-7dbd-4a5c-a775-a736a89eeb9b,,
214,TCGA-69-7763-01A-01-TS1.2a937a3f-d597-4f60-ad84-2d29f313e0ad,,
215,TCGA-69-7763-01A-01-BS1.357e610f-fd28-46a2-9f80-ae8a9d4e7b02,,
216,TCGA-69-7764-01A-01-TS1.7c039ba2-0932-4008-8ddf-b7916cc4cd9a,,
217,TCGA-69-7765-01A-01-BS1.8b184147-e46d-43e6-9586-1a6169364936,,
218,TCGA-69-7765-01A-01-TS1.9ba2967f-d8c5-4ade-8f10-85851a7881fc,,
219,TCGA-69-7978-01A-01-TS1.0ca29f79-55a2-4dd7-9cfc-dd5ecdce23cb,,
220,TCGA-69-7980-01A-01-TS1.8bbfa52c-1409-4fd6-bf6a-d7c8362adcee,,
221,TCGA-69-8253-01A-01-TS1.2de254ef-a6df-433b-a9b5-9d16c30fd6aa,,
222,TCGA-69-8254-01A-01-TS1.f326ae41-40b0-4eeb-8b8d-0f8b413853b4,,
223,TCGA-69-8255-01A-01-TS1.a278ed20-0fb8-41f9-9f00-320e700e29e8,,
224,TCGA-69-8453-01A-01-TS1.ea00989c-48cd-4f3c-9480-c02a995fb265,,
225,TCGA-71-6725-01A-01-BS1.af567bff-0660-457c-b077-b254f177d5fe,,
226,TCGA-71-8520-01A-01-TS1.1ee52fdf-0a3d-47f1-a73e-fc488e353f71,,
227,TCGA-71-8520-01A-01-BS1.e0e8d54f-bd3e-43bb-b6b0-b4f687c75f11,,
228,TCGA-73-4658-01A-01-BS1.2859e392-66d8-407e-85db-25bf4e4c5ff3,,
229,TCGA-73-4658-01A-01-TS1.d6b05aa8-63b5-4568-9708-a764521ddaef,,
230,TCGA-73-4662-01A-01-TS1.a2819e02-b49d-4b3a-891c-9579c82021c8,,
231,TCGA-73-4670-01A-01-TS1.3a37c541-d9b6-4a33-9249-34bb1efec740,,
232,TCGA-73-4670-01A-01-BS1.00b5acb4-55d7-4b84-ab18-30f5b11de5b2,,
233,TCGA-73-4677-01A-01-TS1.1ee2d660-c047-4a0d-9d80-8ffa52451dc5,,
234,TCGA-73-7498-01A-01-BS1.eb69d62c-ed3e-4800-b432-4e6cca7b0e92,,
235,TCGA-75-5125-01A-01-TS1.4de89cad-8351-4954-901b-79bf24c752ad,,
236,TCGA-75-5146-01A-01-TS1.8da9013b-65b3-4378-b6f8-b8dfe123ce28,,
237,TCGA-75-5147-01A-01-BS1.f958bf68-4cd4-4301-a880-3b24e7bcf7c9,,
238,TCGA-75-6206-01A-01-TS1.35324f87-d70a-4938-8384-1bade0824039,,
239,TCGA-75-6207-01A-01-BS1.53130941-44b8-41e9-965e-d13f553a43d0,,
240,TCGA-75-6207-01A-01-TS1.2f664c87-e696-4468-9cfd-3309011dc42b,,
241,TCGA-75-6211-01A-01-BS1.492679da-f116-4d36-8e0b-3c78fd192768,,
242,TCGA-75-6212-01A-01-TS1.90cbf8ac-2c1a-4756-ad92-85306747cedc,,
243,TCGA-75-7025-01A-01-TS1.90ebf9d8-a329-4ae0-b62f-8f79b0b9d800,,
244,TCGA-75-7030-01A-01-TS1.e88ab8b9-6272-46e8-8433-d6a8843c9c07,,
245,TCGA-78-7143-01A-01-BS1.60db5bc0-dfe4-400a-816a-5c455c3875cd,,
246,TCGA-78-7145-01A-01-BS1.de42c8f6-2871-4fc8-8697-5ed488970dfb,,
247,TCGA-78-7146-01A-01-BS1.d85d10d7-e31b-45ba-a089-dfe554ceb6c2,,
248,TCGA-78-7148-01A-01-TS1.4b4299ad-37d7-43e1-894b-8d2f9d97df14,,
249,TCGA-78-7149-01A-01-TS1.292fe3f0-a93f-4f9a-a9e7-bc3b64c4c1cf,,
250,TCGA-78-7150-01A-01-BS1.c8f783f0-a7e0-42a7-9abd-9e34383a9d7f,,
251,TCGA-78-7152-01A-01-BS1.17987afb-41a5-44ff-94e2-a282163a10be,,
252,TCGA-78-7153-01A-01-BS1.4c47cc2d-5ea5-4c04-8431-3142030f45ff,,
253,TCGA-78-7153-01A-01-TS1.4ab29934-b649-4b5c-8530-38268ff40c28,,
254,TCGA-78-7154-01A-01-BS1.b36a441e-a09d-4bcd-ac96-8076c14add71,,
255,TCGA-78-7154-01A-01-TS1.da270c1b-b487-44e8-b9a0-0394e06dcdad,,
256,TCGA-78-7155-01A-01-TS1.4bc5118e-2673-40f2-93a0-a28b1a268705,,
257,TCGA-78-7155-01A-01-BS1.a0a668be-4f07-4a5d-8fb2-6e97006fa1da,,
258,TCGA-78-7156-01A-01-BS1.b564afca-0e05-4b5f-a5fe-b4994c97f007,,
259,TCGA-78-7158-01A-01-TS1.7316cf99-dff8-4f59-a0e0-c3ba3eb8dce5,,
260,TCGA-78-7158-01A-01-BS1.3b9b6712-5409-45b1-8f2f-1d868d09be14,,
261,TCGA-78-7160-01A-01-BS1.5f187b2c-aafb-450f-96f9-203674da6090,,
262,TCGA-78-7161-01A-01-TS1.459783b5-2956-4045-a1c2-a605248a6ffa,,
263,TCGA-78-7162-01A-01-BS1.c4ea5644-a749-456e-a834-d1954f0cd581,,
264,TCGA-78-7166-01A-01-BS1.610bd138-dabc-4599-a9af-a5768cb2506c,,
265,TCGA-78-7166-01A-01-TS1.78dca0d1-de0d-4ba4-b645-ff65eaef7771,,
266,TCGA-78-7167-01A-01-TS1.c8054ac6-d838-455f-bd0a-1e2c6b025136,,
267,TCGA-78-7220-01A-01-TS1.322a58dc-7371-4745-90f7-395370a8fd53,,
268,TCGA-78-7536-01A-01-BS1.976e5028-cc47-4c8b-a069-b8aa4761acda,,
269,TCGA-78-7537-01A-01-BS1.361681cd-c994-4e34-b71f-67b660563dd2,,
270,TCGA-78-7539-01A-01-TS1.1f2c8802-8e2b-4acf-adfe-6ac9bbf745ae,,
271,TCGA-78-7539-01A-01-BS1.64dccf3d-b81e-4258-a6d2-4e0ba89fbfca,,
272,TCGA-78-7540-01A-01-TS1.aa2d97a4-60a1-496f-b7c3-58b887d174ce,,
273,TCGA-78-7542-01A-01-BS1.3abc9047-55d9-4cc0-bd4f-abcfb4b3092f,,
274,TCGA-78-7633-01A-01-BS1.da9ab57a-5c4d-4d61-b592-c794e326f134,,
275,TCGA-78-7633-01A-01-TS1.dd3ba417-5cd2-4de4-9814-fbf39c7ee8dc,,
276,TCGA-78-8640-01A-01-TS1.bf7a20d4-28f0-4ddc-91f6-03389e12a019,,
277,TCGA-78-8648-01A-01-TS1.861b33a9-153f-4115-a314-91e0d1a8d697,,
278,TCGA-78-8660-01A-01-TS1.6726c584-c4c2-49b7-8ded-0d38a68e56ce,,
279,TCGA-80-5611-01A-01-TS1.b7a91bf2-1222-4745-b089-f2d847cb26dd,,
280,TCGA-83-5908-01A-01-BS1.747c3502-f405-453d-b154-92b9b8fd6a4c,,
281,TCGA-86-6851-01A-01-TS1.17b19b68-834e-46da-9b9b-be5fd84e60b2,,
282,TCGA-86-6851-01A-01-BS1.97632bcb-defa-4e56-bbf6-e23bef7cb685,,
283,TCGA-86-7711-01A-01-BS1.3e7f1c61-29a1-49ec-9c83-247cf930946d,,
284,TCGA-86-7714-01A-01-TS1.459126fb-76b3-41d3-8a00-c575e3342045,,
285,TCGA-86-7714-01A-01-BS1.96ae5077-ba6a-47e1-893d-63e0bcea734d,,
286,TCGA-86-7953-01A-01-BS1.12a70470-317a-4a67-a853-dc5f7e3f673c,,
287,TCGA-86-7954-01A-01-BS1.aaa6a4ee-9aec-45d4-aa34-59bb350ff441,,
288,TCGA-86-7955-01A-01-TS1.04f83263-1dde-49ac-b5b7-db297c8e3d46,,
289,TCGA-86-8073-01A-01-BS1.69853b5d-bcc8-43b2-8ed2-557fbfcd0441,,
290,TCGA-86-8075-01A-01-BS1.4aa32862-77f2-4ade-873e-57afb82c5e29,,
291,TCGA-86-8278-01A-01-BS1.19e62dcc-ceec-44b2-89dd-bc9f165d8159,,
292,TCGA-86-8279-01A-01-TS1.6344f01b-f8a4-4d9f-af7f-351a0c62fa7e,,
293,TCGA-86-8280-01A-01-TS1.03ddd678-176c-4608-89e6-4f8ee6de5cc4,,
294,TCGA-86-8281-01A-01-TS1.fbde9bd8-5f55-45e4-9af6-077b2cca496c,,
295,TCGA-86-8358-01A-01-BS1.52e2fcc8-cbc7-4239-ae63-34b8fd55d120,,
296,TCGA-86-8585-01A-01-BS1.d0844406-98b9-4398-a4f4-3e358a111c61,,
297,TCGA-86-8585-01A-01-TS1.e2c01825-44df-4948-8772-b27f054a7c72,,
298,TCGA-86-8671-01A-01-BS1.e56bbfa9-5590-46c1-a111-3c92f36a0b3f,,
299,TCGA-86-A4D0-01A-01-TSA.B2F7A5B9-19C5-4FF5-A644-E089AB3889DD,,
300,TCGA-86-A4JF-01A-01-TSA.E1DCED94-3236-4C39-8DC3-A20A2471DDA5,,
301,TCGA-86-A4P8-01A-01-TSA.24B363A7-C783-4351-AF50-FB0F09BFD014,,
302,TCGA-91-6828-01A-01-TS1.9582619f-ecd4-4890-8af1-14e5eb0f536e,,
303,TCGA-91-6830-01A-01-TS1.27a59885-5c01-4d40-9f31-15064f36a16e,,
304,TCGA-91-6830-01A-01-BS1.0ea7ad95-852a-4d1b-9152-0c6582df4d14,,
305,TCGA-91-6831-01A-01-BS1.2d9c6566-9b9f-4f3a-b273-cb8be4fd93d1,,
306,TCGA-91-6835-01A-01-BS1.307c5dae-e277-4d87-bbf1-1ed73e3c994b,,
307,TCGA-91-6835-01A-01-TS1.eaee91a3-e27c-4479-906d-4f07d8017895,,
308,TCGA-91-6836-01A-01-BS1.c79514db-1baa-4969-8549-272cde47ff75,,
309,TCGA-91-6840-01A-01-TS1.34968e0a-95a9-429b-b0a3-0a96b314b797,,
310,TCGA-91-6847-01A-01-BS1.42810728-6d6c-4116-bd23-71f502f4f6ed,,
311,TCGA-91-6848-01A-01-TS1.7109b7c7-b67f-4ff7-a6f9-623fdbe317ed,,
312,TCGA-91-6849-01A-01-TS1.c7d56655-6e3d-492f-b5fa-4781ec6f94ab,,
313,TCGA-91-7771-01A-01-TS1.42bc9a02-3c6e-483d-9419-8971a7e285b1,,
314,TCGA-91-7771-01A-01-BS1.038f7715-e60b-434a-bcc4-072d61e5700c,,
315,TCGA-91-8496-01A-01-BS1.af760190-ab2f-45d6-a632-ce7b34eff52c,,
316,TCGA-91-8497-01A-01-TS1.a9a993d5-72e0-400d-b5ae-ec5d0244b793,,
317,TCGA-91-8497-01A-01-BS1.abbe6914-76eb-4133-befc-62d0a979430d,,
318,TCGA-91-8499-01A-01-TS1.157b5269-563d-4a4d-b46e-f355362035c0,,
319,TCGA-93-7347-01A-01-BS1.0da0c949-0c2c-44e9-94d7-a77095ab3d4e,,
320,TCGA-93-7347-01A-01-TS1.02ce4270-8e0f-4e8d-a391-9bda489910ce,,
321,TCGA-93-7348-01A-01-BS1.4cdbc1f4-9893-4ab8-8f29-5815620ef381,,
322,TCGA-93-A4JN-01A-01-TSA.22080F8B-B9FE-4534-879B-049AA07CCD99,,
323,TCGA-93-A4JO-01A-02-TS2.FEAD5F22-72C6-409A-87C3-E582D075E899,,
324,TCGA-93-A4JP-01A-01-TSA.DF695B50-47CA-4CA1-946A-F7324FC271CA,,
325,TCGA-93-A4JQ-01A-01-TSA.AF3ED215-95C2-4130-9D72-078078390ECD,,
326,TCGA-95-7039-01A-01-BS1.f7e6a6f1-6a87-46bf-b14e-4c0ca65718b8,,
327,TCGA-95-7043-01A-01-BS1.ef0e9345-c695-481d-98f7-0bd114aef3e9,,
328,TCGA-95-7043-01A-01-TS1.7cd5ffdf-7138-49e2-98b3-1cf58e3de980,,
329,TCGA-95-7562-01A-01-TS1.1ba56ba5-ecd4-4eb1-ac49-3d8108114b72,,
330,TCGA-95-7567-01A-01-TS1.16f9328c-0060-43e2-b998-e15022e75fff,,
331,TCGA-95-7948-01A-01-TS1.3606c6a9-6823-46e3-b5a5-71622e853363,,
332,TCGA-95-8494-01A-01-TS1.a615b4da-7282-485a-97f1-1994fab75e3a,,
333,TCGA-95-A4VK-01A-01-TSA.29579482-F5BF-4A43-A763-D66BD51FE01C,,
334,TCGA-95-A4VN-01A-01-TSA.4C5915A1-C86B-423B-BDE1-DEBE9C69DB2C,,
335,TCGA-95-A4VP-01A-02-TSB.A921BC6C-0CEC-4131-8A8C-6FDB41ED1448,,
336,TCGA-97-7546-01A-01-TS1.d0666f67-9178-4faa-a56a-cb2421ef487c,,
337,TCGA-97-7547-01A-01-TS1.85e09741-a86c-46b2-b73d-d04f54df0019,,
338,TCGA-97-7552-01A-01-BS1.f70f5b46-b522-4d50-aafd-5685342e08a1,,
339,TCGA-97-7553-01A-01-BS1.f82bd92f-124e-47c7-9a57-09bbbe1d06ae,,
340,TCGA-97-7554-01A-01-TS1.f7ebd35c-ecac-4d02-8765-c2d7b4303df3,,
341,TCGA-97-7938-01A-01-TS1.b8ccb4a5-0bdc-4a7c-92ef-a41bcec791a1,,
342,TCGA-97-7941-01A-01-TS1.9a810408-791e-445f-97b0-7e628b1dfc44,,
343,TCGA-97-8171-01A-01-TS1.a9b71814-44b1-4baa-ab24-c00f84be8339,,
344,TCGA-97-8174-01A-01-TS1.f19910fa-2262-4965-9841-b73767571290,,
345,TCGA-97-8179-01A-01-TS1.a0f057a9-7b89-4161-a0a4-52adc66153d5,,
346,TCGA-97-8547-01A-01-TS1.cf6c29cd-1bf5-41f4-b008-d3e47aeff4ac,,
347,TCGA-97-A4LX-01A-01-TS1.61D371DC-CDB4-4DC7-AA8D-5071D2251B68,,
348,TCGA-97-A4M3-01A-01-TS1.DD77078C-6988-4137-94C2-C7F9A3000CE4,,
349,TCGA-97-A4M6-01A-01-TSA.7B0A16DF-23E8-47A5-92A4-A395CC6B73C8,,
350,TCGA-97-A4M7-01A-01-TSA.968E9B8F-D1F7-486D-B2BF-D056F4A686A5,,
351,TCGA-99-7458-01A-01-TS1.d839bea7-a4d0-493e-833f-ca1a8eccdc3e,,
352,TCGA-99-7458-01A-01-BS1.d96cc75b-eccd-403b-8c5e-7eaa1bf6326a,,
353,TCGA-99-8025-01A-01-TS1.c94ae7e9-42a9-4a34-a676-7397b5b48c82,,
354,TCGA-99-8028-01A-01-TS1.62d71299-1b80-4c01-afbd-71ab687a10d0,,
355,TCGA-99-8032-01A-01-TS1.47647db3-4ef4-4570-bf7f-1985b2fe0696,,
356,TCGA-99-8033-01A-01-TS1.c9f52107-d2d5-4e7d-b30a-3d1d6cf5a5f6,,
357,TCGA-99-AA5R-01A-01-TS1.90D70A0A-EFCE-4305-9C72-A702CBBF6E83,,
358,TCGA-J2-8192-01A-01-TS1.c1e02088-1b30-40ce-b1b9-fce70d54b73c,,
359,TCGA-J2-8194-01A-01-TS1.03393bf7-9863-4dda-a5ac-e5820acce09d,,
360,TCGA-J2-A4AD-01A-01-TSA.1B4E7C9F-CBEA-4FCE-B109-BCE80EFDF018,,
361,TCGA-J2-A4AE-01A-02-TSB.26806978-962F-4468-A37C-901A8B44DEE6,,
362,TCGA-J2-A4AG-01A-01-TSA.626552CF-7A7C-45C5-BCA7-4F58F3E753FC,,
363,TCGA-L4-A4E5-01A-01-TSA.F2860E58-BFE8-444D-BACF-04C1594B6656,,
364,TCGA-L4-A4E6-01A-01-TSA.4F4C72C6-8BB1-4608-BBCA-8CC29FC25BEB,,
365,TCGA-L9-A443-01A-01-TSA.73AF0603-4992-4DD1-8FCD-1ADC290382BE,,
